deceptive,stai the hard rock hotel on best bet you can ever make while travel stai thi on the last time visit chicago and wa just wonder the room ar amaz and the on stai had great view the citi the bed were comfort and everyth wa realli clean and neat the wa realli fast and alwai avail and like the fact that you could get guitar the front desk and jam your own room with pair headphon didn have the chanc us the spa but could tell wa realli nice and relax did the base bar coupl time for drink veri cool atmospher and great drink choos from the rock shop wa pretti cool too and bought bunch shirt bring back home famili and friend overal think thi on the coolest hotel you could stai the experi definit differ than ani other hotel stai
deceptive,how should start well after stai the ambassador east hotel realiz wa favorit hotel ever the room ar amaz the food great the pump room bar awesom love thi hotel your ever chicago the ambassador east hotel the place
deceptive,love stai the hard rock hotel chicago not onli amazingli friendli atmospher but thei give the option bring pet with thei ar dog friendli hotel cost night for the dog stai with you but that beat the cost pai kennel keep your dog neighbor watch them for you love thi option thei also give your anim gift bag fill with treat food bowl and doggi clean bag higli reccomend thi hotel you ar look for place bring your four leg friend with you when you travel
deceptive,realli love stai the talbott room wa amaz the bathroom and veri picki about hotel bathroom had ampl room for all stuff which bonu for the staff treat realli well and thei were veri friendli wa afraid that get littl lost sinc wa first trip chicago but the staff help navig the downtown area rush michigan av which ar veri close the hotel remind those stai europ the room servic hour which for wa bonu becaus mostli dure the night thi the onli place will ever stai visit chicago again for singl woman travel alon strang citi thi hotel made feel veri safe and comfort
deceptive,the magnific mile chicago great place visit and stai the affinia chicago just made that much better the locat awesom all the great shop spot were just moment awai and get navi pier wa cinch and the accommod themselv were wonder the hotel let you complet custom your stai all the wai down choos your own pillow veri impress overal
deceptive,the ambassador east hotel hello current visit the ambassador east hotel realli enjoi dai weekend stai thi hotel thi wa first time the hotel and reserv king size suit insid room there wa nice view chicago gold coast realli need get some work done for busi trip and thi room wa perfect for the situat could easili relax king size bed watch hbo enorm size flat screen for free also when did work there wa nice wooden desk room with desk lamp and wifi modem nice have laptop with and abl us good workstat room after finish work have time check the complimentari fit room lastli left the next dai had on the finest breakfast dish from their pump room restaur overal the ambassador east hotel out hotel and realli worth the stai
deceptive,stai the affinia last weekend wa ideal and can wait return wa town for brief person trip and want have clean love room near the shop downtown affinia fit the bill the locat wa perfect just on block from the magnific mile the decor wa modern and sleek and room wa impecc clean thei even have pillow menu the price wa pretti reason too definit back
deceptive,although much too overpr opinion the hotel spotless the staff wa veri courteou and the spa servic wa god send rel flexibl locat for travel for sight see didnt spend major buck try get around the citi love go back for anniversari
deceptive,best hotel ever stai variou hotel the area and the servic ha been realli suckish evan on hotel stai thei had mold sandwhich under the bed how gross and could realli got sick but thi hotel wa the perfect locat right the beach and all the club ohh and the pump room the best food evr had hotel evan got take pictur with queen ann will never regret come thi hotel love thi hotel much and bridemaid stai here and just walk distanc from all the popular food place and club all the place least
deceptive,husband and decid plan romant get awai for our on year anniversari when stumbl upon the talbott hotel chicago decid book the person your romanc packag for our stai when arriv the hotel the staff wa veri friendli and approach the person kei card receiv upon check were wonder touch each night would return our suit find the linen turn down and rose petal scatter across the bed the person concierg even help plan special out for husband and see chicago cub basebal game would recommend thi hotel anyon plan weekend awai
deceptive,thi hotel fantast stai there wai through chicago toward arizona and could not believ the great qualiti the hotel have thought wa vega suit realli polit staff great housekeep and amaz price wai out wa tell the manag about how much love the hotel and even offer extra night there you can safe sai that trip wa delai roughli hour
deceptive,first husband and were realli excit for our famili enjoi the rex experi packag figur would great deal packag even though the hotel itself felt too ritzi for travel with our four children but after two night downtown chicago fun realiz that the talbott transcend ritzi look and truli embrac famili friendli which thoroughli enjoi
deceptive,the hard rock hotel chicago ha all locat comfort and rockabl stai the hard rock hotel chicago recent and found amaz the locat wa perfect walk distanc the magnific mile navi pier and lake michigan wa just short ride bu cab the sport stadium shedd aquarium the museum scienc and industri the food although wa pricei wa great there spa site you need littl time relax and recoup after all that rockin and you have pet thei get the royal treatment complet with gift would highli recommend the hard rock hotel chicago
deceptive,the ambassador east hotel locat downtown chicago on the best hotel ever stai wife and went into the citi weekend getawai and found the ambassador east hotel book websit their rate ar veri veri reason for the high class and luxuri that thei provid wa pleas know that thei allow pet decid into the citi last minut and couldn find anyon watch our dog for the weekend wa more than pleas with the friendli staff and felt like their hotel put extra emphasi know their custom which nice becaus most place chicago ar veri imperson all all wa veri pleas with our stai and would recommend anyon look for place stai the downtown area star
deceptive,just came back from thi awesom terrif hotel last week and have sai love wife and were there for week due busi meet and right when step into the hotel knew that thi busi vacat will well spent the custom servic wa veri great and employe even guid toward our room were introduc fantast lit room with bed flat screen and even free internet access wife love and kept us the free shampoo and bodi bath soap when head down the lobbi for confer got lost and ask on the peopl who work there where meet might held lead the door and wa veri impress there fit center which went everydai and thi great restaur call hous situat nice next the hotel lobbi where had nice steak and wife salad all all thought that the trip wa realli worth and stai wa veri welcom the affinia chicago highli recommend that whenev you visit chicago you should stai there you will not regret
deceptive,the talbott hotel fantast stai there busi and found that met everi need the high speed internet access work flawlessli allow much work from the comfort luxuri appoint room realli like exercis befor dai meet access the fit club next door wa veri conveni last point work for green consult firm out and the hotel environment credenti dovetail perfectli with our mission guilt free luxuri
deceptive,write about recent stai the ambassador east hotel just want let you know what wonder team you have work there everyon from check check out couldn have been more help person made mundan busi trip veri pleasur on the hotel spotless veri comfort and the restaur on chicago finest you realli offer the finest qualiti both product and servic the onli complaint have that internet access not free would just like mention on person particular sofi she work the front desk and she went abov and beyond make stai smooth possibl she even help out with taxi servic and local recommend shall look forward return next month thank you your gradi
deceptive,stai for two night for meet upscal chain hotel and wa veri clean the servic wa veri good the hotel front desk employe were kind and knowledg the room ar decent size and have soft mattress the restaur ha good seafood but wa bit expens would come back again
deceptive,pleasant staff and housekeep abov averag breakfast the room were clean and the staff made sure had fresh linnen wa bedbug free would definit stai there again
deceptive,thi fantast hotel ha all luxuri excel locat and fun atmospher the room ar spaciou and well decor and the staff alwai help and courteou whether you travel for busi fun highli recommend the hard rock hotel chicago stai there with wife recent were short weekend break and want enjoi the music just have fun the hard rock certainli deliv what were look for the hotel central locat within easi reach the main tourist spot the citi howev there superb food site and the best entertain you could wish for there bare need leav hotel well did leav the hotel see the sight but you know what mean wife and particularli enjoi the gym and spa facil includ relax massag thi hotel surpass our expect everi possibl wai and sure stai there again the next time visit the windi citi
deceptive,thi wa the best choic husband and could have chosen visit the hotel ha stun view from all around and the best part that near the water wa perfectli happi enjoi the luxuri room and comfort decor while husband enjoi the solac the found the free gym everyth wa clean and invot especi the pump room there wa much histori on rooom overal had great relax vacat awai from the kid would definit return the ambassador next time the area
deceptive,set import meet for some client the hard rock hotel chicago thei were fly chicago for special trip checkout the music scene and discuss busi with compani natur thei want stai here the client realli seem like their room but felt the paul reed smith room wa too cramp for our dai long meet panic contact the hrh staff and thei actual had anoth bigger room avail quickli move our meet the birdland room for the rest the dai and the meet wa rous success birdland room have new client and doe hrh thi where the client want stai everi time thei fly for futur busi meet with
deceptive,stai thi hotel wa on the best have ever had the locat servic and accommod were all outstand the lobbi area beauti wa room the room there wa more than enough space which difficult find chicago hotel onli gripe wa the room wa littl dark sure stai small upper class hotel like the talbott involv pai premium but wa well worth the servic wa time and everyon seem friendli and inform the room servic took bit longer than would have like howev the food wa good qualiti anoth nice touch wa the gym pass provid for guest the equinox fit center final the locat perfect locat beauti area the citi near the gold coast which ha mani veri good restaur person favorit mine mario nice italian place nearbi overal experi the hotel wa good and while had some minor flaw thei were for the most part insignific
deceptive,enjoi stai the talbott hotel the more expens side but all worth got the talbott tradit packag which wa for two peopl and includ breakfast credit check out dai the room ar huge the bed ar soft and comfort thei includ aveda bath product which plu book thei also have nice fit area pool you can us while you stai there on thing thought wa realli cool that you can forward your messag from your hotel room phone your cell phone boyfriend also like the ihom audio system the locat thi hotel veri conveni well it close sever great restaur and block from the coast but what like best about thi hotel that thei make honest effort not neg impact the environ more than thei need thei were on the first hotel green seal overal had great stai talbott hotel
deceptive,recent stai the talbott hotel chicago with famili three absolut love and will definit return the custom servic the staff the front desk wa fantast thei were veri help help decid what activ and what restaur visit dure our stai for the night didn want out had room servic the food from the hotel restaur wa delici and the servic wa veri quick also love their commit the environ clear why thei have won mani award thank you talbott for wonder stai
deceptive,veri luxuri and worth the monei you ar look relax and unwind great hotel then thi the on choos the staff wa great and friendli dont forget the hour room servic which great treat
deceptive,thi the best hotel stai when visit chicago travel lot both for busi and vacat the talbott hotel cozi yet state hotel that handsom and eleg not mention all the modern featur that us have home ar avail the room brought wife last busi trip and stai the on bedroom suit she didn even want leav the room the concierg wa especi help find romant place for dinner
deceptive,hard rock hotel must visit matter what citi your hard rock hotel the place stai fill with fun and uniqu trait the room and dine thi hotel the place great view everi locat especi chicago the servic incred along with the food and decor the hotel staff will help you feel right home better than home
deceptive,took famili the affinia chicago for short vacat last summer and wa fabul kid sai that their favorit part wa the pool and the fact that the amus park realli close wife wa realli stoke with spaffina the pamper and realli made her feel special and thei ar veri attent pet also dog left home but would have been stoke with the pet amen and attent the hotel also connect ton other hotel their stash award let you earn point lot other hotel also favorit part all wa that famili wa happi and content which left free over underground wonderbar for nice cocktail
deceptive,recent stai the hard rock hotel chicago while town for busi and enjoi stai veri much stai room with king bed which wa veri comfort the room had all the thing need for stai which wa nice the onli thing think there wa parti floor but thei quiet down quickli enough room even had internet connect also had dinner on night the china grill and wa amaz meal overal had great stai and will return next time chicago
deceptive,from the moment step into the ambassador east hotel wa veri much impress the entir staff wa extrem help and veri pleasant the bell staff escort husband and right our suit our suit wa beyond belief the atmospher wa veri classi and romant husband previous arrang for bottl champagn wait our room when arriv had travel chicago from new york for romant weekend get awai had dinner that night the hotel restaur the pump hous and were veri pleas dinner start with soup and salad main cours meal and dessert all for reason price did littl local shop the next dai after veri well rest night their wonderfulli comfort king size bed everi interact with the staff wa postit experi enjoi our weekend get awai and would most definit return the ambassador east hotel the next time that ar chicago illinoi star
deceptive,upon arriv the hard rock hotel chicago wa immedi impress the staff wa friendli and check quickli which import after long trip our room wa immacul and decor clean modern style the bed wa veri comfort includ the linen which felt high qualiti unlik what you get some other hotel all thi made for great night sleep perhap the most impress part our stai the hard rock hotel wa their parti like rottweil packag ad our reserv for addit fee were abl bring our pet and were provid with treat toi and best all the pet cam left our dog the room with pet cam and were abl watch him throughout the dai iphon all all thi wa great place stai and highli recommend anyon who want travel with their pet
deceptive,husband and recent stai the hard rock hotel chicago and can wait back the hotel locat downtown chicago and seem the heart the citi were close everyth the hard rock hotel forti stori high and the view from our room wa simpli breathtak the room itself wa spotless and featur modern luxuri decor and furnish the bed wa heavenli the hotel staff wa friendli upbeat and extrem help ask for direct and restaur recommend and thei were spot with both highli recommend the hard rock hotel chicago and would stai there again heartbeat
deceptive,enjoi stai the ambassador east hotel chicago the staff wa friendli and help from the time check all the wai through checkout the hotel wa veri clean and well maintain the bed were veri comfort the hotel restaur loung wa veri cozi and nice wai unwind after long dai the onli thing wa unhappi about wa the fact that internet servic not complimentari thi hotel reccomend thi hotel and will stai there again next trip chicago
deceptive,excel staff and custom servic veri clean and spotless eleg and luxuri with beauti ocean view the bed veri comfort and relax give five star
deceptive,have sai that the hard rock hotel chicago cool place stai when first got there get check wa veri fast the ladi the counter wa nice and well spoken the bellhop had out bag into the room veri fast the room wa veri hip and cool there wa music item all over the place realli love the beatl art that wa bathroom after be the room few minut got call from the front desk ask like room thei also ask would interest thing like spa treatment and need us their busi room need some thing ship while wa there which thei had suppli help with that after get some work done call the concierg there wa some realli good pizza place around thei gave inform for awesom place left and came back after have night out the town thei were veri understand that wa wee bit out had more than pizza that night you get drift when got back room the bed wa comfort feel right off sleep and had good night sleep the morn order breakfast which wa realli philli chees steak thei will make anyth you want anytim dai check out with bag feel rest and veri relax thank you hard rock you rock
deceptive,stai the ambassador east hotel wa pleasant on love be abl take quick stroll michigan av for some shop also love the pump room what fun place hang out and enjoi blood mari the front desk staff wa wonder with check sinc reserv wa lost thei found room immedi even though the citi wa book thought the room were clean and well maintain the shampoo wa great and decid take home with look forward anoth stai the ambassador east the spring when return chicago
deceptive,thi hotel wa everyth were look for mom and were girl weekend out shop trip and just need place stai after long dai out the talbott hotel wa incred the room were veri clean and spaciou and had everyth need the hotel check wa easi and the guest servic folk were awesom thei even gave tip great restaur the area highli recommend thi hotel your next trip chicago
deceptive,you look for eleg hotel downtown chicago you have stai here the ambassador east hotel ha veri comfort and beauti larg room and like home awai from home the perfect place for busi person and you have small pet you can bring them too would give thi place four star and would definit stai here again
deceptive,there were mani posit when stai thi hotel the north end the magnific mile the room were spaciou and beautifulli appoint with great attent detail the qualiti servic wa excel the staff profession and the locat wa perfect there ar great view chicago from mani the room the staff seem care about the qualiti stai from the moment wa greet upon arriv the moment got taxi leav there nice rooftop bar restaur perfect for lite meal refresh cocktail with great view the citi there realli weren ani neg and would recommend thi boutiqu hotel anyon stai the chicago area
deceptive,review the hard rock hotel find that the hard rock hotel locat chicago ha extrodinari scenari the hotel extrem clean with shine furnitur and the room ar breathtak hungri visit thi hotel for yourself see what excel thei provid the dinner tabl the hotel also host event such ballet fun the bar and name few thi hotel definit worth your while will most definit visit again book your reserv soon possibl and don forget your camera
deceptive,travel chicago recent with giant german shepard dog rex and pick the hard rock hotel for the perfect locat and becaus close friend had warmli recommend their pet friendli the servic truli incred thei even had web cam could check rex while wa out for dinner the even and friendli staff member took him for walk when could not make home from meet the dai after the room realli rock pardon the pun noth like the cheap plastic lamin stain carpet decor common other place that allow pet the easi chair look good that wa almost afraid rex would snack while wa out but seem like the guitar chew toi that came with the pet packag better would definit recommend the hard rock hotel friend whether thei travel with without pet
deceptive,first walk into the beautifulli decor lobbi the affinia chicago hotel where greet name the concierg tell that thei have taken the liberti custom the room profil from when book the stai show room pai care attent bag and ensur that needn lift finger sure enough the down pillow had selct from the dream pillow menu sit proudli atop the queen the domain which the wai cover with the softest bedspread make wonder thei didn liter drag cloud here and fit bed notic that there displai champagn and cupcak atop the dresser and experi kit which come complet with ipod shuffl download with onli favorit workout track and yoga mat namast unabl resist the urg inspect the bathroom find that not onli there marbl tile invis glass shower but jacuzzi line with candl vanilla deep enough bath walru feel girlish run the water and test befor go dinner the hotel restraunt hous offer the most delici seafood menu that make you think you dine with the king paradis least eat the caribbean itself hmm should have brought date
deceptive,husband and recent stai your hard rock hotel chicago and what fantast experi wa stai on the extrem suit and let tell you wa beauti the furnitur and paint were amaz and the view wa die for the staff treat realli well and met all our need and then some especi love the spa stai for week but could have stai lot longer wa veri comfort and welcom will make sure recommend your hotel our friend and will back the next time ar chicago thank much
deceptive,husband and arriv for night stai for our wed anniversari had book execut guest room upon arriv were inform that thei would upgrad beauti junior suit thi wa just wonder unexpect plu our beautifulli plan weekend the front desk manag wa profession and made feel warmli welcom the chicago affinia wa just gorgeou hotel friendli staff love food and great atmospher not the mention the feather pillow and bed that wa just fantast also were allow bring out belov shi tzu and experienc the jet set pet stai the groom wa perfect the daycar servic felt complet comfort with thi wa beauti weekend thank you affinia hotel would visit thi hotel again
deceptive,the ambassador east hotel busi that certainli strive keep it custom satisfi upon entranc the ambassador east wa greet warmli the staff wa incred pleasant and the accommod were top knotch the food serv the award win pump room wa die for and the servic wa fast but friendli
deceptive,the ambassador east hotel chicago fantast scale hotel stai while visit the windi citi fiance and enjoi on the king room our recent stai the staff wa exception friendli and help some the best ever dealt with when travel and valet park alwai perk the room were veri nice and had all the amen you would want when high end hotel the bed wa extrem comfort there wa cabl cours and hbo wa includ there wa alwai someth watch wireless internet signal wa excel and had troubl get onlin had dinner the hotel restaur twice dure our stai and the food wa fantast great atmospher well usual onli the hotel restaur on night stai but thi on wa worth go back overal wa incred stai and hope stai the ambassador east again next time chicago
deceptive,the experinc the hard rock hotel chicago wa fantast will rate them out thei have wonder servic and great staff and the view just wonder
deceptive,husband and came the ambassador east hotel for sister wed the hotel had been veri help and profession help coordin wed with over guest when arriv were impress how organ thei were help check and get our guest situat thei were even nice enough let leav guest gift bag each our guest room our room were clean and beautifulli appoint with view the citi held the rehears dinner groomsman parti the pump room which ha gorgeou bar complet with celebr photo the wall after sister wa marri church downtown held the recept the larg banquet hall again the hotel wa great about shuttl all our guest and help arrang dinner the and all the wed decor had great time ambassador east hotel highli recommend
deceptive,thi wa realli unexpect experi for far hotel accommod for thi week vacat chicago heard sever recommend regard lodg but the jame chicago wa mention most emphat expect experi comfort luxuri and custom satisfact but wa pleasantli surpris the level innov and forward think emploi everi aspect thi hotel the design breathtak modern clean stylish sexi and it reflect everywher from the lobbi shop and restaur the stun guest room themselv famili and felt energ the smartli sleek environ were and were impress everi turn the sophist take hotel decor far from tradit hotel experi thi wa like move into chic exclus downtown apart and truli upscal adventur modern luxuri live impress too wa the hotel overal approach it guest and it us the world resourc from it offer room recycl the avail bicycl for guest usag the jame offer uniqu perspect it place the world and gentli help it guest assist maintain that balanc with eas and eleg respect that show through too other area support for artist organ chariti and other program merit well chicago centric packag compil for guest thei can make the best their stai whether for weekend week longer the jame chicago will definit our choic for accommod whenev revisit chicago fact mai visit again sole stai the jame
deceptive,wa veri satisfi after stai the sofitel chicago water tower the servic wa excel the staff wa veri help and polit the bed were veri comfort and the room were veri spaciou will definit return thi hotel
deceptive,great hotel went for the weekend with wife and had wonder time the hotel on the cleanest well kept hotel have stai beautiful locat michigan av downtown chicago overlook grant park beautiful sceneri great staff and wonderful food well would recomend thi hotel for anyon who look for nice vacat go for work
deceptive,the stai the hilton chicago definet felt like vacat sleep that big wonder bed felt like wa home the accommod and hotel ar beauti especi enjoi the gym the staff wa friendli and help would reccommend thi hotel anyon who look for home awai from home
deceptive,travel chicago with husband for romant weekend awai our stai the sofitel chicago water tower could not have been more luxuri our room had anyth you could ever want mini bar air condit were also within walk distanc mani site and fun restaur the staff wa friendli and the bed were like cloud overal the experi wa worth everi penni
deceptive,stai the sofitel chicago water tower hotel with husband and two kid last weekend and will definit us thi hotel again for futur travel the spaciou room with modern innov furnitur and comfort bed wa great contrast the small dismal room and rock hard bed that have found other hotel chain the bathroom were neat tidi and well stock with towel and person need such toilet paper shampoo and soap the carpet wa clean not stain and dingi like some hotel the room decor wa astound and the view from our window wa wonder enjoi everi aspect thi hotel stai from the courteou staff check the eas request room servic and check out thank for make feel right home
deceptive,couldn have ask for better home base for check out downtown chicago hotel sofitel right the heart the action allow friend and hit the club and enjoi the local cuisin downtown famou for the room wa comfi with two queen mattress down stuf duvet and chic decor the bar downstair wa bit pricei but made for be comfort sleek and staf with attent bartend who made excel cocktail on night didn feel like go out head downstair eat the cafe de architect which had amaz arrai choic mostli the french persuas would definit book here again
deceptive,recent stai the sofitel chicago water tower hotel and could not more pleas the hotel sleek from the eleg lobbi the modern stylish room the room ar someth truli special with huge soft bed with the most luxuri sheet you have ever seen and felt the bathroom ar beauti with cool marbl tile and gorgeou glass and marbl shower tub that wasn enough each room ha crisp lcd that displai the most beauti and clear wai with absolut amaz sound system when you final make out your room down the grand stair case you need not look further for dinner than the hotel restaur call cafe de architect and like the hotel itself meld modern sophist with classic french techniqu their wine list amaz but their price ar fantast for hotel near the magnific mile full dinner includ appet main cours and dessert can had for amaz you ar look for modern urban chic hotel chicago then look further the sofitel chicago water tower hotel your onli real choic
deceptive,you want stai sleek modern hotel that give you all the amen conduct your busi then the jame hotel chicago the place for you superb clean line and sophist welcom you first sight follow spaciou room luxuri linen and all natur kiehl bodi shampoo and lotion absolut love stai the jame hotel downtown chicago the bathroom have rais sink and all the luxuri amen you would want absolut love the natur wood feel mingl with modern touch felt home veri clean and modern atmospher definit would stai again and plan stai the jame new york well
deceptive,the hilton chicago wa awesom the room wa veri clean and the hotel staff wa veri profession on the featur like wa that room the internet access wa wire and wireless consid laptop not wireless help out alot food wa veri good qualiti wa great there wa also flat screen room awesom the hotel itself locaat the middl alot restur with fin din also enjoi the gym veri much overal enjoi myself and will stai again the hilton when return chicago
deceptive,would like add comment mayb thi will help other when choos for wed destin daughter wa marri mai and decid have the special event the sofitel water tower were amaz she alwai want ballroom type wed and sofitel made thi happen for her thei took care all the invit cake decor and much more the special dai for daughter wa worth everyth you ar go the chicago area check them out you will not regret
deceptive,just got back from the monaco chicago wa veri pleasantli surpris husband book thi trip last minut getawai and usual pick bad place haha anywai the moment got there the doormen greet warmli and help get our luggag situat wa busi and the line wa littl long but move quickli the ladi the front desk gave high floor when request on which wa veri good especi sinc seem near full the room wa clean and spaciou especi consid citi hotel made lot us the concierg sinc again wa last minut didn realli make ani plan gave some tip and also gave few place should for chicago pizza yummi wa also great be near the theater district and basic the thick everyth save cab fare thought the coolest thing wa thei brought you goldfish bowl for your room veri trendi husband not easili impress but wa realli excit about the free wine hour and the free drink the afternoon overal realli nice stai four star probabl four and half star hotel
deceptive,thi wa great hotel on the nicest that have stai long time wife wa absolut thrill with the staff and couldn believ the kimptonkid program the site will back next time stop town cannot think better place stai
deceptive,famili chose stai the chicago hilton dure our last trip the citi want someth luxuri and central locat without have pai exorbit price can honestli sai made excel decis pick the hilton the staff treat well the room were clean and roomi love the seren bed and the hotel itself stun wa like step back time love that the chicago hilton wa close numer attract the weather wa love wa great walk navi pier sear tower and the adler planetarium will definit stai the hilton the next time ar chicago
deceptive,thi on the best hotel have ever been went there see about schedul recept parti and wa amaz the architectur the build the interior design the room and the massiv space provid for each room now recommend thi hotel associ hold their import busi meet the jame club that after the meet can partak nice meal and drink which bring next point the jame ha some the best food have ever eaten the jame privat club feel wa made for the elit and upper class veri classi veri eleg the custom servic outstand recommend thi hotel anyon need hold recept busi meet just need have dai the spa star all the wai
deceptive,frequent have busi meet downtown chicago and find that the hotel monaco chicago give the peac mind make those meet enjoy while might more expens than your averag hotel but there noth averag thi hotel exce ani expect servic food qualiti atmospher were head abov anywher thank for make trip chicago the best the best
deceptive,great hotel went see the museum contemporari art which wa great but thi hotel almost had beat the room and even hall ar veri beautifulli done great servic too
deceptive,stai here for weekend while visit some friend town wa littl pricei but definit worth the staff wa super friendli the pool wa clean and well maintain and thei even had realli good veggi burger the restaur downstair vegetarian plu paid for room with lake view and wa gorgeou would definit recommend
deceptive,thi beauti hotel insid and outsid the room were veri comfort and clean the hotel made experi visit thi citi even more wonder highli recommend thi anyon
deceptive,had wonder time the jame hotel while busi chicago the room ar modern tast and well kept while the staff wa respons and effici thi wa the perfect place unwind after work all dai but also provid ideal atmospher some more work
deceptive,the sofitel water tower wa wonder place stai for husband and for our anniversari weekend trip chicago got marri the citi but then move awai and wa romant return love how near the sofitel wa everyth the magnific mile wa just outsid our door and could walk navi pier and other attract well chicago ha chang but the sofitel made feel like home again except veri plush and eleg version home stai junior suit which had great view the citi and room servic wa veri attent when call for champagn after midnight the dai arriv both night befor leav for supper had cocktail bar and enjoi talk about what done dure the dai and all the great memori thi town ha for but have sai have some new great memori now thank the sofitel water tower
deceptive,husband and recent stai the sofitel chicago water tower for our wed anniversari and what pleasant stai had from the first moment walk were overwhelm the classi eleg the lobbi casual mention that wa our anniversari and after came back from dinner found champagn and strawberri await the room the staff wa profession but friendli and made feel welcom the room wa immacul the furnish were plush didn realli want home room servic wa prompt and the view were spectacular ar definit go make thi visit yearli repeat
deceptive,decid stai the jame last weekend with our kid reserv the famili adventur with paul frank special offer the hotel entic visitor see the local museum and aquarium end receiv chicago citi pass which ultim paid for themselv and ticket for the chicago children museum kid had ball end the dai with milk and cooki turn down servic and special pair pajama that daughter ador all all great weekend where kid were the focu the adult certainli weren forgotten sinc had great breakfast the room the next morn
deceptive,just what need jame can tell you how impress wa with stai the jame chicago hotel came into town for week long busi confer and wa refer the jame friend the crisp clean contemporari ambianc made feel like wa relax vacat rather than work wa luxuri without be over the top room wa clean comfort and wa abov all standard comfort down time enjoi relax massag the spa and happi hour the jbar and highli recommend dinner the david burk primehous the custom servic from all the staff member from front desk hous keep the bartend wa excel plan return spring vist and look forward anoth phenomen experi
deceptive,sofitel chicago water tower four star hotel that minut awai from the magnific mile navi peir the museum contemperari art lake michigan and upscal boutiqu thi hotel great for tourest ha great room and high end sweet ha modern diesighn and rich arcitechusal legaci ha great food and out door din also ha great veiw while drink wine and champan cotail there amaz bar overal thi hotel far the best hotel iv stai
deceptive,our stai the jame late last august exceed our expect husband wa chicago for busi trip and tag along have some time awai from our dai dai life when enter the hotel were greet acknowledg the minut walk through the door and the staff member the front desk wa extrem friendli met our need time manner and patient answer our question the lobbi wa clean and the ambianc wa impress our room wa also veri clean could not have found better room for those two night peac and quiet the bed wa comfort and the bed wa the type you could slip into and drift off ha been awhil sinc have stai hotel where the comfort wa not scratchi too thin husband actual comment that had not seen sleep that soundli over month the bathroom wa also impress the water pressur wa not someth had mess with get perfect and the heater took time all warm even though had brought own shampoo and condition did give the amen the bathroom try and like everyth els thei exceed expect did not get chanc check out the confer room howev husband had noth but great thing sai about the qualiti the facil truli enjoi the locat and ambianc thi hotel and ar ever the chicago area again will definit stai here thi hotel met all our need from relax busi pleasur
deceptive,wife and stai here last weekend wa our honeymoon and wa wonder thi hotel wa beauti insid and out were more than pleas with our room and the restur wa amaz all the staff here were veri nice and polit thei help with ani our need wish could live thi place all togeth wa on the best weekend our live plan come back again great hotel
deceptive,beauti hotel chicago visit thi hotel honeymoon with wife thei ar pet friendli and even provid room spa servic would recommend hotel monaco you ar look stai luxuri hotel chicago
deceptive,thi hotel beauti veri modern and ha veri luxuari feel the locat wonder close magnific mile and the navi pier which wa great place show the children our vacat had the option privat park which made feel secur with our car and the valet wa veri nice and help also take work with everywher the the hotel wa plu thei have wide select packag that can includ anyth from the coupl that want get awai famili out thi place great for the price due the look the hotel you will surpris how afford thi veri nice place and give you feel be the queen king for the durat your stai
deceptive,recent stai the hotel monaco and must sai ha becom on favorit hotel the windi citi the past alwai stai the marriott the hilton thi time thought with boutiqu hotel stai some the kimpton properti san francisco wa delight that thei ar run the monaco basic like the friendli real peopl atmospher oppos the corpor style place us befor work out and thei had decent fit center with the treadmil normal us south water kitchen serv terrif meal even citi great restaur realli dug the complimentari coffe high speed internet and newspap get tire be nickel and dime the corpor hotel and like the fact that the monaco offer bunch freebi especi like the afternoon wine servic all all will return the monaco great altern
deceptive,often travel busi and alwai try stai the jame the modern design the lobbi and restaur with wood and glass creat luxuri atmospher and the streamlin comfort room design give upscal aesthet like that penthous loft apart the avail comput and coffe the jame busi center mean not have lug laptop around the hotel the jame provid the perfect set for busi travel and cozi place retir the even the eas breakfast servic the room mean that not have stress rush time valuabl love the jame
deceptive,stai the monaco for the labor dai weekend when visit famili chicago on the nicest hotel have stai life clean comfort and pretti the room were clean and the staff veri care need some more glass famili wa share drink the front desk had them sent less than minut will recommend monaco anyon who will stai the chicago area
deceptive,you ar travel anywher near lake michigan within the next year less would highli recommend stai the sofitel hotel unbeat eleg fine dine and magnific view ar onli just few amen speak along with excel servic and reason price you will assur get qualiti night rest there were such thing star rate the sofitel would sure have visit and stai there wa noth short eleg and comfort locat minut from everyth downtown chicago on would hardli want leav fine dine danc and even bar will leav you absolut relax after ani meet social event town the sofitel hotel will leav you want visit the moment you leav
deceptive,husband and stai the hilton chicago and had veri nice stai the room were larg and comfort the view lake michigan from our room wa gorgeou room servic wa realli good and quick eat the room look that view awesom the pool wa realli nice but didnt get chanc us great locat for all the downtown chicago attract such theater and museum veri friendli staff and knowledg you cant wrong stai here
deceptive,upon enter the hotel monaco chicago could see the beauti classic eleg build the old fashion furnish the wonder view and the polish wood decor the entor hotel first had been skeptic but ani doubt had carri into the hotel were gone enter room the fresh flower and the amaz chicago view greet dure stai enjoi free time loung the pool wind down everi night with comfort massag would recommend thi hotel not onli for the pure eleg but for the wonder custom servic and the fantast amen
deceptive,went chicago and made reserv hotel monaco chicago which kimpton hotel and decid stai tranquil suit which wa amaz went with famili and all had comfort space room servic wa great serv quickli and the cleaner clean quick anoth thing wa that wa pet friendli which thought wa cool mean you could bring your dog the hotel wa amaz and beuti
