temp_max,temp_avg,temp_min,prec,wd,ws,atmos_pres_avg,atmos_pres_min,atmos_pres_max,rh,ceil_hgt,visibility,FMA
25,22.872,18,0,318.3333333,10.3,1019.94,1019.6,1020.3,61.332,22000,11224,0
21,18.76666667,17,0.3,281.3043478,10.3,1019.4,1018.8,1020.6,85.475,213.6,7224,0
22,18.71428571,16,0.2,332.8571429,7.7,1016.475,1015,1017.1,80.25714286,7516.190476,9628.571429,0
30.4,23.55652174,15.6,0,242.5,7.7,1016.2,1014.9,1017.3,61.24782609,12275,9556.521739,0
32,27.08,19,0,279.2857143,6.2,1017.22,1015.4,1019.1,37.988,12700,9844,0
35,28.02,23,0,237.6923077,7.2,1017.32,1016.3,1018.1,27.385,14640,12425,1
34,27.75454545,22,0,285.4545455,5.1,1018.26,1017.7,1018.8,34.12272727,22000,12160.86957,1
31,27.19090909,17.6,0,180.5,6.2,1017.38,1016.1,1018.8,36.4952381,22000,11109.09091,0
25,20.84827586,16,0,286.5517241,10.3,1017.28,1015.8,1018.9,72.56551724,17477.24138,9131.034483,0
27,21.46,16.6,0,276,7.2,1015.28,1014.9,1015.7,77.05,9854.5,8568.421053,0
34,30.6,24.6,0,138.8888889,6.2,1015.1,1014.6,1015.7,18.4,18320,12705.55556,1
34,30.17391304,25.8,0,142.0833333,6.2,1016.7,1016.4,1017,18.87826087,22000,11016.66667,1
30,26.62727273,23,0,164.0909091,6.2,1017.8,1016.6,1018.5,24.53181818,22000,11968.18182,0
32,27.01111111,13,0,213.75,18.5,1015.833333,1009.6,1018.1,34.50555556,17702,13261.11111,0
31.2,25.93333333,18,0,311.4285714,7.2,1017.48,1017,1018.1,38.925,22000,12345.83333,0
23,19.96923077,16,0,326.9230769,8.2,1017.6,1016.9,1018.2,70.42307692,19496.15385,12892.30769,0
23,19.73,16.6,0,323.5,9.3,1017.48,1016.3,1019.5,71.285,15497.5,10847.05882,0
22.4,19.51578947,16,0,315.2631579,10.3,1015.46,1014.9,1015.9,73.77368421,13989.47368,11936.84211,0
24,20.53913043,17,0,316.9565217,7.2,1017.52,1016.7,1018,72.77391304,13489.13043,11226.08696,0
25,20.68571429,16,0,319.047619,6.2,1018.96,1018,1019.6,71.17142857,16811.90476,11866.66667,0
24,19.91333333,16.6,0,318.6666667,9.3,1016.7,1015.4,1017.9,76.51333333,6758,9183.333333,0
22,19.50344828,17,0,324.8275862,7.2,1015.34,1014.7,1015.9,80.43103448,1740.689655,8589.655172,0
25,20.512,16,0,318,7.2,1016.04,1015.3,1017.1,72.128,19374.4,10412,0
27,21.5,15.6,0,266.8181818,6.2,1018.22,1017.4,1019.1,68.28181818,22000,10272.72727,0
25.4,21.36521739,16.6,0,305.6521739,7.2,1019.32,1018.4,1020.3,72.6173913,22000,11517.3913,0
24.6,19.93684211,16.8,0,306.3157895,7.2,1018.35,1017.1,1019.2,79.02105263,13598.94737,9684.210526,0
23.8,20.49166667,17,0,230.4761905,5.1,1016.825,1015.8,1018.2,74.29583333,19278.75,10600,0
25,19.22222222,16,0,148.8888889,7.2,1018.075,1017.4,1018.6,79.84444444,8542.352941,7305.555556,0
28,23.09,17,0,224.1176471,7.2,1017.66,1016.9,1018.1,58.9,22000,10609.52381,0
27.4,24.18571429,20,0,140.7407407,6.2,1018.26,1017.1,1019.5,31.24642857,22000,12275.86207,0
28,24.99047619,22,0,160.9090909,3.1,1018.36,1017.8,1019.1,44.72380952,22000,12304.7619,0
25,23.12941176,20,0,220,5.1,1018.366667,1017.5,1018.9,63.84705882,22000,11758.82353,0
25,20.82727273,16.6,0,314.5454545,6.2,1017.8,1016.1,1018.9,75.86818182,16555.5,11213.63636,0
26,21.14736842,17,0,288.9473684,6.2,1016.36,1015.7,1017,74.32631579,16872.94118,10922.22222,0
25,21.64166667,17,0,148.8235294,4.1,1017.24,1016.1,1018.1,66.9375,10923.07692,12020.83333,0
25,21.12,18.6,0,209.4736842,6.2,1018.766667,1017.8,1020.4,51.996,8636.363636,11808,0
31,25.61666667,22,0,309.5454545,6.2,1016.88,1015.9,1017.9,40.19583333,3870,11650,0
29,25.088,19,0,291.6,8.2,1017.8,1016.8,1018.3,41.256,22000,13172,0
31.2,25.1,18.6,0,283.75,4.1,1018.66,1017.4,1019.4,49.7625,18800,11587.5,0
28,23.83076923,20,0,162.2222222,5.1,1020.24,1019.3,1021,55.40769231,17684.61538,11665.38462,0
27,20.80869565,17,0,248.125,6.2,1020.08,1018.6,1020.6,72.03478261,18874.28571,10586.95652,0
25,21.03157895,17.8,0,302.5,5.1,1019.28,1017.8,1020.6,71.56315789,18147.64706,11068.42105,0
23,19.35384615,16,0,138,6.2,1018.32,1016.9,1019.3,76.33461538,16302.10526,11973.07692,0
25,20.15,16,0,144.0740741,5.1,1018.65,1018,1019.3,76.115625,17462.91667,11887.5,0
24,20.9,18,0,141.5789474,3.1,1022.44,1021.2,1023.2,60.85454545,22000,13677.27273,0
22,19.66,17,0,339.4117647,7.2,1024.46,1022.8,1025.6,72.15,7151.052632,11725,0
21,18.09166667,16.6,1,244.6153846,6.2,1018.68,1017.6,1019.5,78.5125,2820,10784.61538,0
21,18.52857143,14.6,0,275,5.1,1016.92,1016.2,1017.3,69.92142857,21013.63636,11064.28571,0
23,18.49565217,14.6,0,265.3333333,4.1,1017.64,1016.6,1018.3,76.3173913,22000,12717.3913,0
23,19.70344828,16,0,143.3333333,5.1,1020.15,1019.5,1020.8,78.80689655,16270.58824,10237.93103,0
30,25.65185185,21.6,0,179.2857143,3.1,1019.44,1019,1020.2,31.31111111,22000,10844.44444,0
28,23.08,18,0,145.2941176,3.1,1020.68,1019.1,1022,55.196,22000,10840,0
21,18.38181818,16,0,320,8.2,1018.64,1017.4,1020.2,79.71363636,13117.27273,11590.90909,0
24,20.04,16.6,0,299.6,5.1,1016.96,1016.4,1017.5,75.02,17643.2,11156,0
25,21.29230769,17,0,140,4.1,1017.32,1016.9,1017.9,54.28076923,22000,10661.53846,0
24,20.42962963,17,0,142.8,4.1,1018.9,1018,1020.4,63.7,20537.33333,9525.925926,0
21,18.56,16,0,133.5294118,5.1,1016.52,1015.5,1017.7,82.304,12900.43478,10760,0
20,17.51538462,13,0,127.8571429,3.1,1015.84,1015.2,1016.4,75.52692308,22000,11923.07692,0
22,18.384,14,0,142.5,4.1,1018.64,1018,1019.2,75.64,20000.625,10896,0
25,20.2,16,0,298.1818182,5.1,1019.6,1017.9,1020.6,57.14583333,19833.33333,12058.33333,0
23,19.15789474,15,0,312.2222222,5.1,1018.25,1016.8,1019.6,76.88947368,18613.15789,12263.15789,0
21,18.26086957,14.6,0,289.5238095,4.1,1015.72,1014.6,1016.3,82.78695652,22000,10809.09091,0
21,17.95833333,15,0,137.7272727,5.1,1015.82,1014.7,1016.7,81.1125,17452.91667,11791.66667,0
23,19.5,15,0,161.1111111,4.1,1016.64,1015.6,1017.7,69.56923077,14734.66667,10692.30769,0
23,18.91428571,14,0,141.6,4.1,1017.3,1015.9,1018.2,80.16071429,15732.5,8953.571429,0
19,17.66956522,15.6,0,130.5263158,4.1,1015,1014.2,1015.7,85.87826087,7804.782609,8669.565217,0
18,16.8,16,0,120.8333333,5.1,1013.325,1011.8,1014.5,90.2,2769.230769,10823.07692,0
20,17.15555556,13.8,0,248.75,3.1,1011.475,1010.5,1012.1,83.98333333,12678.75,11344.44444,0
20,17.34782609,14,0,131.1111111,2.1,1012.74,1011.3,1016.1,81,22000,13113.04348,0
23.2,19.75833333,14.6,0,143.75,4.1,1014.28,1014,1014.6,76.6375,12508.33333,11875,0
22,19.584,18,0,308.9473684,5.1,1017.44,1016.7,1018.4,81.784,2362,10764,0
22,19.05,15,0.2,178,4.1,1017.94,1016.8,1018.8,76.121875,22000,13112.5,0
24,20.34666667,15,0,350,5.1,1017.44,1013.3,1019,71.85333333,22000,11893.33333,0
22,19.48275862,16,0,118.5714286,4.1,1022.3,1021.4,1023.1,81.5,22000,11834.48276,0
23,20.54285714,17,0,159.5454545,5.1,1020.62,1018.4,1022.2,66.18214286,19272.5,10171.42857,0
28,22.6,15,0,188.3333333,5.1,1016.225,1014.5,1018.3,47.72592593,22000,10381.48148,0
30,23.8,19,0,164.4444444,7.2,1015,1013.6,1016,39.244,22000,12034.61538,0
29,22.6625,18,0,250.8695652,5.1,1014.54,1013.3,1015.2,52.415625,11724.70588,10318.75,0
25,20.31333333,15,0,303.3333333,5.1,1014.8,1013.2,1016.1,73.32333333,9032.941176,11730,0
18.8,16.46666667,15,0,313.125,6.2,1012.4,1004.3,1015.6,89.53333333,5131.875,9137.5,0
19,16.02758621,14,5,323,6.2,1016.14,1015.3,1017.2,69.70344828,7140,12166.66667,0
16.2,13.69333333,12,19,306.6666667,9.3,1014.875,1013.9,1015.7,86.37,5441.333333,9746.666667,1
16,14.56296296,11.8,40,351.8518519,8.2,1019.45,1017.3,1021.2,79.46666667,1914.074074,10703.7037,1
17,14.91034483,13.8,14,342.0689655,7.7,1021.56,1020.9,1022.2,78.63103448,3315.862069,12344.82759,0
15,14.21333333,13,12,340.6666667,10.3,1021.64,1020.9,1022.6,79.41333333,1051.333333,11733.33333,0
15,14.00740741,13,0,335.5555556,10.3,1021.3,1020.2,1022.8,83.9,3521.481481,10985.18519,0
17.4,15.07096774,12,0,321.6129032,7.2,1020.066667,1019.2,1020.7,77.61935484,6661.935484,11890.32258,0
18.4,15.91538462,12,0,308.4615385,7.2,1020.38,1019.6,1021.4,70.03846154,16280.8,12650,0
17.6,14.688,13,1.5,215,8.2,1020.3,1019.3,1021.1,83.192,15925.2,12560,0
16,14.3,13,0.5,121.8181818,5.1,1019.6,1018.7,1020.8,86.87142857,5792.307692,10850,0
16,14.368,12,2,132,6.2,1018.133333,1017.5,1019.4,82.62,8918.4,13288,0
16,15.34615385,14,0,162.8571429,4.1,1013,1011.8,1014.1,93.66153846,630.625,5373.076923,0
21,17.22142857,15,0,300,7.2,1010.35,1009.3,1011.8,82.87857143,11544.28571,12413.7931,0
18.4,16.2,15,2,287.9166667,10.3,1013.25,1011.4,1014.5,88.25833333,5748.75,10933.33333,0
17.2,15.45833333,13.8,1,293.3333333,6.2,1017.04,1016.4,1018.1,80.57083333,11202.5,11991.66667,0
19,16.4952381,14,0,310,3.1,1017.633333,1016.8,1018.5,83.77619048,4411.904762,7952.380952,0
17,15.79,14.6,0,141.25,2.1,1017.75,1016.7,1019,89.355,289.5,9660,0
17.2,15.74166667,13,0,172.5,4.1,1017.2,1015.9,1018.1,88.65416667,3610.833333,8633.333333,0
17.2,15.70322581,13,0,154.5833333,7.7,1016.1,1014.8,1016.7,86.83548387,15681.6129,9922.580645,0
22,19.016,9.8,0,156.0869565,6.2,1016.85,1014.3,1024.2,58.028,18010.90909,10348,0
22,18.75,15,0,148.4,6.2,1017.75,1017,1018.6,62.83928571,17254.6875,9475,0
22,20.66923077,18,0,152.6315789,6.2,1017.475,1016.2,1019.1,40.32692308,22000,11361.53846,0
22,18.5,15,0,205.7142857,5.1,1017.68,1016.3,1019.1,62.628125,14200,12415.625,0
23,19.04444444,15,0,155.6,5.1,1019.66,1018.9,1020.4,43.41481481,7920,11400,0
22,18.24137931,15,0,137.0833333,3.1,1021.52,1015.7,1023.5,60.69655172,22000,10779.31034,0
23.2,17.58518519,14,0,306.6666667,6.2,1023.54,1022,1024.5,52.95185185,18320,11770.37037,0
15.4,14.48125,13,6,302.5,8.2,1023.32,1022.5,1024.6,76.090625,10094.19355,10543.75,0
15,13.6516129,12,0.6,336.1290323,10.3,1022.675,1021.9,1023.3,77.88387097,8008.709677,12373.33333,0
15.4,13.96,12.8,26,189.2592593,7.2,1023.64,1022.8,1025,83.00666667,343,11186.66667,1
15,13.69677419,12,2,130,6.2,1025.85,1025.2,1026.8,87.62580645,5058.125,11918.75,0
16,14.32857143,13,0,127.8571429,7.7,1025.95,1024.6,1027.1,83.91428571,5788.214286,11978.57143,0
16.4,14.80869565,13.8,0,141.7647059,6.2,1022.75,1022.1,1023.8,80.44347826,14462.6087,13178.26087,0
17,14.12307692,12,0,159.6,7.2,1021.26,1020.3,1022.2,78.98846154,5319.2,12073.07692,0
15,13.47741935,12,0,169.2,7.2,1022.1,1021.7,1022.7,69.73225806,3055.714286,11745.16129,0
16,13.384,11,0,156.0869565,6.2,1025.52,1024.2,1026.3,56.74,5271.428571,11988,0
15,12.94615385,9.8,0,137.5,5.1,1024.94,1023.1,1026.5,59.86153846,21200,12742.30769,0
16.2,12.28148148,8,0,200.5555556,5.1,1022.675,1021.6,1023.5,70.08148148,22000,12118.51852,0
16,13.02,10,0,174.2857143,5.1,1024.4,1023.1,1025.4,75.88,22000,12450,0
16,13.52307692,10,0,126.25,6.2,1025.12,1024.3,1026,68.56923077,22000,14560,0
16,13.28,10.6,0,130,4.1,1024.96,1023.6,1026.3,79.17,18402.33333,12666.66667,0
16,13.33793103,10,0,164.4,5.1,1027.56,1026.5,1028.5,82.15862069,18844.82759,14096.55172,0
16,14.21333333,11.8,0,145,6.2,1029.32,1028.6,1030.6,80.55,20553.33333,13000,0
17,14.61904762,12,0,139.375,5.1,1027.85,1026.3,1029.3,78.66190476,17876.66667,13114.28571,0
16.4,13.02068966,10.8,0,222.8571429,5.1,1024.44,1022.8,1026.4,84.42758621,20655.17241,12717.24138,0
16,13.39259259,10,0,245.7142857,4.1,1021.24,1018.8,1022.8,83.8037037,8508,12362.96296,0
16.4,13.34193548,11,6,298.6363636,8.2,1010.64,1006.6,1013.7,80.65806452,8069.354839,10335.48387,0
10.2,9.45,8,36.3,312.0833333,15.4,1005.325,1000.9,1007.1,87.25416667,1441.666667,9441.666667,1
13,11.36,10,44,312,12.9,1010.66,1006.8,1013.4,84.725,1430,10420,1
13.2,11.83636364,10,21.5,334.0909091,10.3,1022.1,1019.1,1024.1,86.02727273,3238.636364,10531.81818,1
15,12.84615385,11,3,328.0769231,7.2,1028.7,1027.9,1030.3,77.53076923,10355.76923,12315.38462,0
14.4,12.38461538,11,0,329.2307692,8.2,1027.64,1026.4,1029,81.87692308,2093.846154,12415.38462,0
15,13.0375,12,6.5,316.25,9.3,1024.24,1022.8,1025.5,92.275,1596.25,8600,0
14,12.2,11,40,337.8947368,8.2,1024.116667,1023,1025.7,85.67894737,298.4210526,11515.78947,1
14,12.43,11,4,343.6363636,9.3,1027.2,1026.1,1028.4,74.16,3368.181818,12745.45455,0
14,12.29090909,12,0,257.6190476,7.7,1027.775,1027.1,1028.6,80.40909091,328.6363636,13236.36364,0
14,12.275,11,0,131,5.1,1025.6,1024.3,1027.3,85.52083333,2108.333333,11833.33333,0
15.2,12.7047619,10,0,314.5,5.1,1025.875,1024.6,1027.2,85.54285714,20553.33333,11076.19048,0
16,13.06363636,10,2,316.3636364,8.2,1027.075,1025.9,1028.2,90.92272727,8128.863636,7850,0
15.2,13.5,12,0.5,324.1666667,8.2,1028.3,1027.5,1028.9,85.275,295,10383.33333,0
16,13.80909091,13,0,313.8095238,7.7,1029.5,1028.7,1030,83.5,268.6363636,10954.54545,0
18,14.82857143,12,0.3,132.8571429,7.2,1030.46,1029.6,1031.9,80.02857143,8886.363636,9352.380952,0
19,15.4,13,0,224.0909091,4.1,1030.1,1028.4,1032.2,56.64137931,22000,11124.13793,0
15,12.73043478,11,0,142.173913,7.2,1029.9,1028.8,1030.9,84.73478261,21055.21739,12026.08696,0
17,12.77142857,11,0,134,6.2,1030.74,1029.8,1032.4,85.72380952,10640.52632,12219.04762,0
15,12.66666667,9,0,209,5.1,1030.525,1029.4,1032,84.07619048,10074,12814.28571,0
14.2,12.3375,11,0,321.875,9.3,1028.88,1027.2,1030.4,81.0125,339.375,12075,0
15,12.70714286,10.8,0,106.5217391,5.1,1025.625,1022.8,1027.4,76.78214286,4563.928571,13885.71429,0
15,13.23636364,11.6,0,126.6666667,8.2,1026.3,1025.7,1027.8,84.50454545,1705,11690.90909,0
17,13.94285714,12,0,152.1052632,7.2,1028.933333,1027.8,1029.6,76.66666667,3522.857143,11490.47619,0
18,14.6,11.6,0,216.4705882,4.1,1028.633333,1027,1029.9,58.66,18320,10045,0
15.2,12.8,10,0,195.3333333,5.1,1027.68,1027,1028.6,75.66470588,15841.66667,11935.29412,0
16,14.08888889,11.8,0,154.1666667,5.1,1028.475,1027.9,1029,75.88888889,4018.333333,13366.66667,0
15,12.93333333,10.8,0,68.46153846,4.1,1028.56,1027,1030,68.94285714,3534.761905,13295.2381,0
14.2,12.84761905,11,0,108.8235294,6.2,1025.4,1024.2,1026.7,75.50952381,8011.904762,13828.57143,0
14,12.25384615,11,0,169.3333333,5.1,1023.02,1021.3,1024.4,80.04230769,7820.384615,12507.69231,0
14,12.528,11,23,318.5714286,4.1,1021.12,1020.2,1022.2,86.5,1382.4,10144,1
14,11.98461538,11,21,327.6923077,8.2,1019.733333,1019.4,1020.3,87.825,267.6923077,11492.30769,1
13,11.23809524,10,73,224.7619048,8.2,1020.72,1019.3,1021.4,81.78571429,482.8571429,10495.2381,1
12,10.88695652,10,0.5,273.9130435,7.2,1024.625,1023.7,1025.2,80.18695652,1250,9821.73913,0
14,11.64761905,10,29,319.5238095,11.3,1020.22,1017.6,1021.8,92.8047619,212.8571429,6957.142857,1
12.6,11.55454545,10.8,40,340.4545455,9.3,1015.04,1014.2,1016.7,93.4,167.7272727,5831.818182,1
12,10.28888889,8.6,17,322.0833333,6.2,1015.8,1014.2,1016.8,80.75555556,5182.222222,12274.07407,1
11,9.886666667,8.6,22,305.3333333,11.3,1009.6,1008.7,1010.2,91.25666667,225,7390,1
14,11.14545455,9,10,302.2727273,7.2,1015.9,1015.3,1016.3,79.25909091,9158.181818,12209.09091,0
13,10.4,8,14,300,5.1,1019.62,1018.9,1020.8,82.28571429,6992.857143,12457.14286,0
13.2,10.30526316,8,0.5,312.1052632,7.2,1019.74,1018.9,1020.5,86.10526316,1503.684211,11863.15789,0
13,10.84347826,9,15,313.9130435,7.2,1021.44,1020.6,1022.6,87.49130435,4103.913043,12152.17391,1
13.2,11.29,8,3,152,4.1,1023.98,1023.2,1025.3,79.765,9407.5,14900,0
15,11.008,8,0,214.0909091,4.1,1023.04,1021.7,1024.3,72.868,11592.4,12960,0
15,12.30434783,8,0,301.6666667,5.1,1020.6,1020,1021.3,70.4173913,17494.16667,12666.66667,0
16,13.18709677,10,0.6,262.3333333,5.1,1022.62,1021.4,1023.9,87.09677419,7713.4375,9050,0
15,12.23703704,9,0.3,137.8947368,7.2,1024.2,1023,1025.4,85.93703704,16180.76923,12142.85714,0
16.2,13.9037037,11,0,185.8823529,8.2,1023.08,1022.1,1023.9,78.7962963,12388.88889,12829.62963,0
16,13.00869565,10,0,222.7272727,7.2,1022.2,1021,1023.1,81.37391304,6968.26087,13113.04348,0
19,14.15652174,9.8,0,317.7272727,7.2,1022.04,1021.4,1023.1,74.96086957,22000,13569.56522,0
18.6,15.34482759,13,0,299.2307692,5.1,1023,1022,1023.8,87.42758621,8999.642857,9179.310345,0
17,14.57037037,12,2,303.7037037,8.2,1021.66,1019.8,1022.9,85.53703704,11538.51852,11111.11111,0
13,11.34666667,10,13,317.6666667,10.3,1018.22,1016.9,1019.2,83.58333333,314,10760,0
14,12.17857143,10,0,317.5,5.1,1018.1,1017,1019.1,81.67857143,453.2142857,12057.14286,0
15,12.925,11.6,0,280.5263158,5.1,1018.66,1017.9,1019.6,76.54166667,4057.916667,13033.33333,0
16.4,13.53333333,10,0,320,5.1,1020.46,1019.6,1021.8,84.35555556,6379.444444,10911.11111,0
17,14.54285714,10,0,314.2857143,6.2,1021.4,1020.3,1022.2,81.55238095,13686.19048,13161.90476,0
18,14.216,10.8,0,259.4444444,5.1,1019.94,1017.8,1021.4,79.54,13875,12508,0
17,13.66666667,11,0,327.7777778,6.2,1017.9,1017.2,1018.5,85.2,5067.777778,9677.777778,0
17,13.67,11,0.1,282,5.1,1017.075,1015.5,1017.8,80.765,13146.5,11640,0
16,13,9,0,264.1176471,6.2,1014.16,1012.6,1015.9,81.91428571,6444.090909,12063.63636,0
18,14.38,10,0,278.125,7.7,1010.76,1009.1,1012.1,76.06,9683.571429,13010,0
14,11.38333333,10,50,302.5,15.4,1003.55,1001.3,1005.4,93.77916667,210,6958.333333,1
12,10.50833333,8,56.3,314.1666667,16.5,1003.96,1001.5,1005.1,81.8125,1199.166667,11733.33333,1
13,10.37272727,9,10,270,7.7,1010.72,1009.2,1012.3,86,632.7272727,10381.81818,0
14.2,10.82142857,9,6,300.5,9.3,1009.375,1008.4,1010.7,89.69285714,302.1428571,9033.333333,0
12.2,9.393333333,7,23,298,9.3,1015.42,1013.8,1016.5,88.24333333,2485,10313.33333,1
13.2,10.56296296,8,32,293.4482759,10.3,1018.42,1017.6,1020.4,84.44074074,386.8965517,11455.17241,1
12.2,11.28125,10,2,315.625,12.4,1020.7,1018.3,1022.1,79.70625,1028.75,11887.5,0
15,11.73571429,10,1,322.0689655,9.3,1022.65,1021.8,1023.2,89.10714286,9251.37931,10448.27586,0
15,12.664,11,4,314.4,8.8,1022.925,1022.1,1023.7,90.984,189.6,10056,0
14,12.25625,11,12,331.875,9.3,1022.76,1022.1,1023.6,79.146875,3067.8125,12106.25,0
14,12.07586207,10,0,335.862069,7.2,1022.66,1020.9,1024,79.38965517,7032.413793,14096.55172,0
14,12.17142857,10,0,226.0714286,6.2,1022.833333,1021.9,1023.5,72.23928571,6531.071429,12142.85714,0
14.4,11.96190476,10,0,248.5,5.1,1021.72,1021,1023.1,76.14285714,450,12819.04762,0
15.4,12.72727273,10,0,302.2727273,6.2,1022.32,1021.8,1023.3,75.04090909,16137.72727,13200,0
15,13.03076923,10.6,0,126.1904762,7.2,1023.28,1022.5,1024.6,78.40384615,18663.84615,12960,0
16.4,13.71666667,11,0.1,242.3809524,7.2,1021.64,1020.6,1022.6,76.05,17474.16667,14150,0
14,12.27272727,10,0,321.8181818,9.3,1019.96,1019,1020.9,80.53181818,8265.909091,12518.18182,0
18,13.18518519,11,4,318.2142857,10.3,1016.7,1015.8,1017.6,85.62222222,5656.428571,7646.428571,0
14,11.66086957,10,10,331.3043478,8.2,1020.72,1019.6,1021.5,83.2,264.7826087,8813.043478,0
15.2,13.14285714,10,3,316.6666667,8.2,1022.42,1021.6,1023.2,79.41428571,10054.5,11395.2381,0
14,12.88,11,0,176.1111111,7.2,1023.16,1022.2,1024,84.92,306,10130,0
16,14.47692308,11.8,0,105.5555556,6.2,1024.62,1024.2,1025.1,73.85769231,15339.23077,11738.46154,0
16,13.408,11,0,214.8,7.7,1026.9,1025.9,1027.9,81.36,2854.8,7984,0
14,12.31034483,11,0,332.7586207,9.3,1025.78,1024.7,1026.8,83.36206897,283.4482759,11020.68966,0
17,14.152,11,0,102,6.2,1026.46,1025.3,1027.5,78.48,19393.6,12064,0
16.2,12.74166667,9.8,0,305.8333333,8.2,1026.78,1025.5,1027.6,84.98333333,11114,10675,0
13.2,11.76666667,10,3,329.3333333,10.3,1023.32,1021.2,1024.7,87.23,265,8966.666667,0
13,11.55238095,10,0,323.3333333,8.2,1019.5,1012.2,1023.4,81.8,385.7142857,11342.85714,0
15,12.42,10.8,0,315,8.2,1022.24,1021.4,1023.3,77.69473684,3570,11540,0
15,12.57777778,10.8,0.1,321.4814815,7.2,1025.82,1024.7,1027.1,84.01481481,798.8888889,10696.2963,0
14.8,12.744,11,0.1,102.1052632,4.1,1026.06,1019.6,1029.1,82.3,344.4,11360,0
16,12.952,10,0,189.4736842,5.1,1024.375,1022.8,1025.8,75.016,15064.4,12408,0
15,13.32857143,11,0,338.5714286,7.2,1020.85,1019,1022.1,69.11428571,3449.285714,10857.14286,0
16,13.58333333,11,0,318.75,9.3,1018.7,1018.2,1019.1,67.24583333,15040.83333,12300,0
15,12.1,9,0,313.6363636,8.2,1018.7,1018.2,1019.1,79.68636364,7588.333333,12286.36364,0
14,11.93,10,0,308.3333333,5.1,1018.76,1017.2,1019.6,75.995,445.5,12400,0
17,13.88235294,9,0,277.7777778,8.2,1013.65,1013,1014.3,73.18235294,5745.625,11455.55556,0
14.2,12.75384615,12,3,313.4615385,11.3,1010.1,1009,1011.5,85.48076923,308.0769231,10823.07692,0
16,13.31538462,10,0,304.6153846,7.2,1016.425,1014.6,1017.2,78.83846154,3695,11923.07692,0
16,13.6137931,11,0.6,254.137931,5.1,1020.16,1019.1,1021,73.31034483,7032.413793,10993.10345,0
14,11.76363636,8.8,0.3,88.66666667,5.1,1019.2,1017.3,1020,69.73181818,3895.263158,12340.90909,0
14.4,11.65454545,10,0,334.0909091,6.2,1015.18,1013.1,1016.5,71.30454545,6409.444444,13022.72727,0
17,13.7,9.8,0,309.5454545,6.2,1014.38,1014,1014.8,67.20909091,4860.454545,12972.72727,0
16,13.39047619,10,0,319.047619,5.1,1016.54,1016.2,1016.9,71.08571429,2726.190476,13295.2381,0
15.4,12.66923077,9.6,0,142.5,4.1,1016.02,1015.2,1017.2,79.26153846,3674.230769,12360,0
16.2,13.63333333,11,0,168.3333333,8.2,1010.825,1007.8,1013,80.96333333,7397.666667,12373.33333,0
16.4,13.79047619,12,5,298.0952381,9.3,1010.66,1007.9,1011.8,86.54285714,227.1428571,7638.095238,0
15,13.73333333,11.8,6,202,4.1,1015.22,1013.9,1016.1,82.84761905,6491.428571,10209.52381,0
16,13.59090909,11,0,132.9411765,4.1,1015.8,1014.5,1016.5,88.01818182,5128.863636,5623.809524,0
15.4,12.80909091,10.6,6,156.1111111,5.1,1013.225,1012.8,1014,89.74090909,5311.666667,5431.818182,0
13,10.82352941,9,0,200,9.3,1018.75306,1017.668617,1019.820173,71.62352941,6677.058824,10037.5,0
13,11.68421053,10,0,159,6.2,1024.5,1024.1,1024.9,75.35789474,411,12020,0
16,13.46363636,10,0,117.7272727,6.2,1023.86,1022.6,1024.8,65.65454545,13122.72727,13200,0
16,13.56,10,0,233.5,6.2,1021.425,1020.1,1022.7,73.85263158,10069.5,10960,0
16,13.48333333,10,0,322.0833333,9.3,1019.02,1018.2,1019.9,72.3625,16597.5,12825,0
16,13.78823529,12,4.5,329.4444444,8.2,1018.025,1017.4,1018.6,76.21176471,7570,12105.55556,0
18,13.45,11,2,329.5,9.3,1018.12,1017.8,1018.6,79.75,7902.5,12650,0
17,13.67058824,10,0,320,6.2,1020.16,1019.5,1020.7,81.96470588,11765.29412,10611.76471,0
15,12.83478261,10,3,156.0869565,7.2,1021.86,1020.5,1022.9,65.86956522,15436.08696,12895.65217,0
13,11.81481481,11,0,301.8518519,7.2,1020.1,1020.1,1020.1,75.68148148,311.1111111,11407.40741,0
14.4,12.08888889,11,0.6,288.8888889,6.2,1021.94,1020.9,1023.4,77.66666667,1508.888889,12077.77778,0
15,13.1,11,0.3,166.25,5.1,1019.9,1018.9,1020.6,71.05625,448.125,12775,0
15.4,13.28181818,11,0.4,305.9090909,6.2,1016.75,1015.6,1017.7,74.76363636,7276.818182,12590.90909,0
16,13.13636364,10,10,311.3636364,7.7,1016.08,1015.3,1017.2,83.30909091,1488.181818,11136.36364,0
15.2,13.3,11,3,337.5,10.3,1018.666667,1017.8,1019.3,84.73333333,2024.583333,9812.5,0
17.2,14.31724138,9.6,0,323.4482759,7.2,1020.1,1019.1,1020.8,78.2137931,12282.75862,11344.82759,0
15,13.90526316,11,0,264.4444444,7.2,1019.5,1018.9,1020.6,69.21578947,20857.89474,12589.47368,0
16.2,13.28181818,10,0,326.3636364,7.2,1019.32,1017.9,1020.4,76.2,2260.454545,12745.45455,0
18,14.0173913,11,0,322.6086957,6.2,1017.625,1016.7,1018.3,77.63913043,8016.086957,11678.26087,0
19,16.14,12,0,266.25,6.2,1017.44,1016.9,1017.9,67.48666667,12896.66667,10700,0
19,16.312,12,0,312.8,7.2,1019.76,1019.1,1020.6,72.092,16880,11912,0
