deceptive,text
truthful,1.1509782 -0.48580542 0.21398462 0.6555265 1.0698825 0.9227761 0.76990044 1.0596317 0.5503002 -0.63501555 0.1360299 0.014909248 -0.5741636 0.022151196 0.26283455 0.7359889 0.4359963 1.0031224 0.8053316 -1.0688956 -1.1540635 -0.9242003 0.31790078 -0.5224835 0.84804493 -0.33923614 -0.9370148 -1.0689921 0.4298001 0.26121286 0.61383337 0.32244018 -0.639724 0.14117326 0.40097645 0.755577 0.6102035 0.43824276 -0.24536878 0.88075364 0.3199266 -0.7967356 -0.17872117 0.6743456 0.2121895 -1.0588597 -1.0452965 0.5392131 0.9246768 0.3355949 -0.2933142 -0.22631662 -0.17616642 -0.07867367 0.035303842 -0.12426505 -0.6610875 1.1381898 -0.2625019 0.3880878 0.77784044 0.9279883 0.8875325 0.06876094 0.85468686 -0.60405326 -0.42615953 -0.59029853 -0.30117902 0.6381519 -0.20247647 -0.07575001 -0.6801811 -1.1514728 -0.36529806 -0.9256763 -0.48436368 0.960128 -0.6176598 0.42643797 0.29179773 -0.19465375 -0.2975998 -0.025855692 0.8144445 -0.78510594 -0.3906944 0.93243617 0.2452152 0.9760748 0.32528657 -0.29379836 -1.140699 -0.89477175 -0.55070853 0.3224429 -1.2012619 0.3333133 -0.25401795 -0.8057301 1.1198505 1.0065224 0.69185144 -0.7180404 -0.7681621 1.1514896 -0.76277995 -0.29354838 -0.4351796 -0.6938838 -0.9363886 -0.40371585 0.7498939 -0.041197523 -0.23141983 -0.68744224 -0.8611956 0.13110135 0.3946497 -1.1009998 -0.2764972 0.9438746 -0.45628187 1.2156885 0.72635794 -0.76723266 1.0219631 -0.99878925 -1.1416832 1.0714003 -0.8650015 -0.6422682 0.6254376 0.9915948 0.87167394 -0.12006188 -0.886707 0.6726058 -0.3603573 -0.5509749 -0.8689951 -0.5297523 0.7432502 -0.3620716 0.69892865 -0.8122347 0.69210845 0.120230585 -0.82206947 -0.2641479 0.86021227 -0.16631827 -0.89048433 0.30009422 -0.8820024 -0.035717055 -0.5613763 -0.37508488 -0.14310315 0.40867323 -0.5716487 -1.0108936 -0.22517644 -0.5235241 0.09085429 0.9351185 -1.080519 0.64461666 -1.0347134 -0.4180788 -0.7462367 0.7788411 -0.6043254 -0.5986671 0.21295388 -0.96131533 -1.0047655 -0.8469824 -0.6002373 -0.37073934 -0.183161 0.03672195 0.86013293 -0.7851972 0.31878752 -0.88580495 1.1561089 -0.9814596 -0.18235411 0.809178 -0.60771036 -0.57992923 -0.95968306 -0.59583783 0.75924796 -1.2380583 0.22424826 -0.014749417 0.73222995 -0.460672
truthful,1.1506861 -0.48491478 0.21181895 0.65720415 1.0671635 0.9227362 0.76882696 1.0584338 0.55009806 -0.6316065 0.13453583 0.01750961 -0.5739168 0.0212536 0.2614561 0.7345377 0.43574032 1.0023198 0.80475944 -1.0692474 -1.1529003 -0.9240177 0.32205528 -0.520135 0.8462815 -0.3393624 -0.93704337 -1.0694568 0.43099567 0.2645396 0.61237127 0.32009193 -0.64137137 0.13831107 0.39685988 0.75937647 0.6124758 0.43866765 -0.24518348 0.88180447 0.31926888 -0.7950283 -0.17797571 0.67615885 0.21087018 -1.0588962 -1.0481495 0.54268295 0.9254077 0.3358838 -0.29151976 -0.22465317 -0.17490874 -0.07505719 0.03610516 -0.1259554 -0.66211575 1.1351615 -0.2621344 0.38849932 0.779456 0.9259778 0.89163136 0.071516015 0.8574512 -0.6053036 -0.4263435 -0.5906166 -0.29831022 0.641949 -0.20455544 -0.07510029 -0.6790006 -1.1529043 -0.3621217 -0.9289287 -0.4816052 0.95938134 -0.61787426 0.42923743 0.2930851 -0.19251311 -0.29341227 -0.029559752 0.81819147 -0.78406197 -0.3914704 0.9340714 0.24919152 0.9777661 0.32881808 -0.29103675 -1.14068 -0.8958149 -0.55251926 0.31977174 -1.1976193 0.3330681 -0.25413904 -0.80682665 1.116307 1.0075687 0.69269055 -0.7148711 -0.7707668 1.1514553 -0.7636248 -0.29262692 -0.4338167 -0.6929927 -0.9388978 -0.40153375 0.7520972 -0.04375561 -0.23041661 -0.68682307 -0.86060613 0.13428871 0.39308247 -1.1025618 -0.2732571 0.94239986 -0.45573497 1.2173077 0.7263396 -0.7637887 1.0220774 -0.9992786 -1.1424136 1.0708812 -0.8639583 -0.64089745 0.6274654 0.99134994 0.87072104 -0.12321012 -0.8898683 0.67426586 -0.36304668 -0.55410963 -0.8680607 -0.5290056 0.744406 -0.36272323 0.69856614 -0.8133397 0.6904206 0.12208655 -0.81965774 -0.26775602 0.86377543 -0.16522361 -0.8914773 0.30313614 -0.87951577 -0.03287149 -0.5656361 -0.37498355 -0.14478554 0.40627494 -0.5714464 -1.0107543 -0.22466046 -0.5211383 0.092366025 0.9339253 -1.0803467 0.6415227 -1.0332639 -0.41836146 -0.7481727 0.7785367 -0.6020172 -0.6017718 0.21501382 -0.95782954 -1.0021539 -0.84615034 -0.5954991 -0.37418783 -0.18026447 0.038424745 0.8587545 -0.78729486 0.31684586 -0.88768566 1.1571304 -0.98240745 -0.18327062 0.811089 -0.6110473 -0.57705265 -0.9628988 -0.5949318 0.76273316 -1.2387975 0.22397923 -0.015652444 0.7323142 -0.46430832
truthful,1.1493396 -0.48646146 0.21209475 0.6556759 1.0687928 0.92174226 0.7675072 1.0583645 0.55375785 -0.6313796 0.13742805 0.015205193 -0.57400906 0.021890482 0.26109844 0.73368454 0.43709815 1.0017861 0.8043166 -1.0679995 -1.151379 -0.9202829 0.31966636 -0.5189167 0.8457661 -0.3370073 -0.93455046 -1.0678804 0.427237 0.26087672 0.6144174 0.32397318 -0.6362232 0.14131269 0.40043166 0.7595066 0.60920185 0.4400006 -0.24078383 0.88250566 0.3229682 -0.7951692 -0.17852373 0.67344165 0.2131174 -1.0593702 -1.0448693 0.5418197 0.9238703 0.33303168 -0.2899794 -0.22540869 -0.17645305 -0.07503793 0.036488403 -0.12628235 -0.6572021 1.1381896 -0.262084 0.3895729 0.7770467 0.9274303 0.89022636 0.06731278 0.8549626 -0.6058292 -0.42503822 -0.58962744 -0.29811874 0.6373738 -0.20662645 -0.07431135 -0.6812557 -1.1538997 -0.36326262 -0.929048 -0.48111045 0.9572016 -0.61711806 0.42660752 0.29332277 -0.19607839 -0.29431152 -0.030348234 0.8134737 -0.78317225 -0.3915409 0.93266344 0.24863237 0.9741491 0.32642028 -0.2935452 -1.1392784 -0.8934503 -0.5487431 0.318928 -1.1978005 0.33251235 -0.2495617 -0.8024101 1.1148664 1.0066385 0.6948756 -0.71726346 -0.76955324 1.1500077 -0.7612068 -0.29180008 -0.43400776 -0.69384205 -0.93583286 -0.40024313 0.75146097 -0.04363614 -0.23149842 -0.6866309 -0.86195076 0.13297406 0.3927093 -1.0993551 -0.27258393 0.94343144 -0.45517173 1.212551 0.7283457 -0.76391304 1.022906 -0.9977853 -1.1388682 1.0670273 -0.8653361 -0.6388044 0.6265641 0.98745656 0.86687946 -0.1202029 -0.88850594 0.6742937 -0.36172482 -0.5515444 -0.8689704 -0.5265029 0.7445029 -0.36408123 0.69860077 -0.8094329 0.6869855 0.121988274 -0.81819993 -0.26627436 0.8620833 -0.16404766 -0.88883686 0.29858285 -0.87833774 -0.033879176 -0.5626013 -0.37837875 -0.14209004 0.4072801 -0.5694809 -1.0075569 -0.22636335 -0.5211743 0.09188166 0.9321807 -1.079347 0.6428612 -1.0311795 -0.4155234 -0.7449138 0.77879834 -0.60128444 -0.59958845 0.2136282 -0.9595469 -1.0032407 -0.8452526 -0.595702 -0.37359378 -0.18352303 0.03757043 0.85707086 -0.7852961 0.31802282 -0.88219273 1.1572452 -0.9780769 -0.18466207 0.80691135 -0.6096889 -0.577246 -0.9580378 -0.5944 0.7608844 -1.2364616 0.22326794 -0.017075213 0.7301989 -0.45988268
truthful,1.1537111 -0.4868599 0.21413496 0.6592445 1.0709171 0.9266798 0.7724461 1.0621973 0.55164236 -0.6333658 0.1364791 0.013963549 -0.57345074 0.023205671 0.26352403 0.73721814 0.43732628 1.0058727 0.80711824 -1.0707415 -1.1564314 -0.92612803 0.3211619 -0.5212016 0.84889305 -0.34165272 -0.9377137 -1.0724639 0.42968786 0.26352897 0.6179482 0.3226533 -0.63697743 0.14120223 0.40061954 0.75708807 0.6124408 0.43808264 -0.24099305 0.8848624 0.32071334 -0.79810685 -0.17568485 0.6750424 0.21395327 -1.0602708 -1.0484605 0.54192245 0.92181516 0.33598012 -0.2909008 -0.22533439 -0.17603813 -0.07817099 0.037064996 -0.12369216 -0.66172385 1.1378514 -0.26171884 0.38777465 0.7781332 0.92819726 0.8910988 0.07022815 0.8571068 -0.6073931 -0.4247336 -0.5920357 -0.29827124 0.6426 -0.20630991 -0.07456563 -0.68002594 -1.1541214 -0.3625657 -0.92658603 -0.4819988 0.95656437 -0.6221666 0.42996454 0.2952787 -0.19199422 -0.29603717 -0.028059935 0.8167334 -0.78567535 -0.39032888 0.934502 0.24860494 0.97745156 0.32792774 -0.29411405 -1.1406671 -0.8922312 -0.55346537 0.32208776 -1.2008867 0.33356494 -0.2502794 -0.8037848 1.1175147 1.0076057 0.69395596 -0.71712846 -0.7695141 1.1498665 -0.7621993 -0.29362807 -0.43175367 -0.6929588 -0.9387895 -0.40138286 0.75397754 -0.044536278 -0.22947854 -0.6906686 -0.86448723 0.1316814 0.3911765 -1.1040878 -0.27352113 0.943383 -0.45759544 1.2163606 0.7285084 -0.7666364 1.0224798 -1.0023595 -1.1397727 1.0694298 -0.8674771 -0.6404634 0.6241981 0.9889181 0.86759996 -0.1220014 -0.8856711 0.6715073 -0.36504516 -0.55509514 -0.8677484 -0.5297787 0.7466042 -0.3661393 0.69529045 -0.8109918 0.68852496 0.12501816 -0.8176219 -0.2655264 0.86097175 -0.16561879 -0.8909503 0.30083752 -0.88254243 -0.033468664 -0.56465465 -0.37854508 -0.14234693 0.40610027 -0.5684374 -1.0105762 -0.22808412 -0.5201502 0.09145352 0.9342549 -1.0791799 0.64044505 -1.0344425 -0.41754442 -0.7493472 0.7779782 -0.60547495 -0.60102314 0.2160858 -0.9594293 -1.0031786 -0.84531265 -0.5996186 -0.36927402 -0.18378782 0.034944486 0.8554746 -0.7870358 0.31609178 -0.88472253 1.1538177 -0.98113763 -0.18563946 0.80647564 -0.60818803 -0.5755008 -0.96082765 -0.59666324 0.76215476 -1.2345865 0.22419271 -0.0134169925 0.7339738 -0.46344554
truthful,1.1519833 -0.48663002 0.21405797 0.65979004 1.0688329 0.9250137 0.76839274 1.062452 0.5520071 -0.63155633 0.13457362 0.016306438 -0.5713136 0.019721137 0.26309937 0.73199815 0.43425822 1.0040503 0.80726135 -1.0705935 -1.1519401 -0.9210913 0.31762663 -0.518826 0.84508234 -0.34071213 -0.93940955 -1.0710411 0.42943478 0.263604 0.61447203 0.32249168 -0.63805526 0.13777556 0.4006435 0.75562155 0.6130825 0.4380592 -0.24400233 0.8838188 0.3185417 -0.7966085 -0.17973743 0.67700225 0.20890003 -1.0580088 -1.046078 0.53784174 0.9244453 0.33734295 -0.29008016 -0.22238463 -0.17655134 -0.077200994 0.03414535 -0.12310848 -0.6586955 1.1330866 -0.26092023 0.39038083 0.7746605 0.92632955 0.8913059 0.07161411 0.85476863 -0.60557604 -0.42518476 -0.5906154 -0.29817608 0.63757885 -0.20665444 -0.07562859 -0.6784648 -1.1512744 -0.36232507 -0.9256696 -0.48096654 0.9550975 -0.6214076 0.4285238 0.29342255 -0.19285248 -0.29492688 -0.027929561 0.81495035 -0.78402257 -0.39140448 0.9303821 0.24756737 0.9774394 0.32787195 -0.28912556 -1.1396012 -0.89399666 -0.54953045 0.319623 -1.1961335 0.33289295 -0.25021484 -0.8037921 1.1167783 1.0075241 0.6934118 -0.71726316 -0.7681625 1.1481731 -0.761505 -0.2937888 -0.433512 -0.6912894 -0.93612397 -0.402411 0.75094396 -0.040754143 -0.2283568 -0.6878694 -0.86369044 0.1307841 0.39274046 -1.1027312 -0.27659988 0.94067264 -0.45498794 1.2136121 0.7259339 -0.7664035 1.0224528 -0.99999 -1.1390227 1.0709888 -0.86671805 -0.6413803 0.6253913 0.98963207 0.87050134 -0.12296678 -0.8866265 0.67434263 -0.36459732 -0.55121046 -0.87124246 -0.52958745 0.74295545 -0.3650645 0.6951989 -0.8138458 0.6914778 0.124639936 -0.8217411 -0.266885 0.86236805 -0.1646473 -0.8879213 0.3009025 -0.8776109 -0.03440838 -0.5623025 -0.3746739 -0.140388 0.40906802 -0.5694214 -1.0108949 -0.22379948 -0.5197874 0.08948656 0.9360679 -1.0795125 0.641538 -1.0339894 -0.41842967 -0.7448912 0.77646655 -0.60465527 -0.595911 0.21196195 -0.9593171 -1.0016267 -0.843529 -0.5943085 -0.36941522 -0.1840889 0.037478924 0.8540596 -0.78652424 0.31742597 -0.8834103 1.154686 -0.97714096 -0.18489808 0.808688 -0.6067629 -0.57606655 -0.96160656 -0.5945151 0.7624971 -1.2359235 0.22251539 -0.014884382 0.732136 -0.46261042
truthful,1.1469196 -0.4888515 0.21346858 0.65576845 1.0682869 0.92263585 0.7682497 1.0598546 0.5493859 -0.6289127 0.13611883 0.017670369 -0.5735728 0.020060064 0.2619016 0.73424655 0.43614218 0.99799407 0.8019632 -1.0663825 -1.147608 -0.91884446 0.31817806 -0.51848024 0.84669024 -0.3363838 -0.93453526 -1.0666811 0.42715982 0.2638854 0.61498815 0.3219576 -0.6420283 0.13761234 0.3991489 0.75955415 0.61372256 0.4400858 -0.24264568 0.8872809 0.3199789 -0.79961026 -0.17963558 0.67723274 0.2134953 -1.0604762 -1.0476643 0.54061013 0.92637837 0.33450022 -0.29107878 -0.2228711 -0.17784098 -0.076051176 0.0344504 -0.12451291 -0.6624931 1.1357787 -0.25917482 0.3889716 0.77939093 0.92700446 0.89176655 0.06959067 0.85544896 -0.60742104 -0.42875654 -0.58991855 -0.29962367 0.64204365 -0.20551689 -0.074904636 -0.67904603 -1.1541877 -0.36371806 -0.92681766 -0.4829113 0.95925975 -0.6190536 0.42973086 0.2928351 -0.19423448 -0.2939964 -0.026750538 0.8178189 -0.7847251 -0.3908984 0.9350382 0.24592434 0.97514033 0.3292445 -0.29290643 -1.139817 -0.8946172 -0.54965293 0.3193535 -1.2000048 0.3319489 -0.25449878 -0.8034149 1.1205063 1.0094384 0.6954027 -0.7163711 -0.76774967 1.1518892 -0.7640023 -0.2942779 -0.43221438 -0.6964304 -0.93982077 -0.40398252 0.75029165 -0.040867943 -0.2307125 -0.68850577 -0.86504877 0.13461763 0.3943402 -1.1018567 -0.27490357 0.9426595 -0.45878002 1.214229 0.7291749 -0.767567 1.0257354 -1.0025141 -1.1437017 1.0733507 -0.8681645 -0.6417059 0.62520427 0.98905164 0.8702561 -0.12035379 -0.887071 0.67486155 -0.36491084 -0.5548106 -0.87260675 -0.53021854 0.7458682 -0.36405903 0.7001739 -0.81578153 0.6926386 0.124227904 -0.8197377 -0.2672523 0.8657399 -0.16404481 -0.89173883 0.3030064 -0.88083464 -0.03157602 -0.56416583 -0.37580043 -0.14180489 0.4074974 -0.57003975 -1.0139503 -0.2273799 -0.524401 0.089236416 0.9380508 -1.0832804 0.64544535 -1.0338153 -0.41636053 -0.75016665 0.7803823 -0.604534 -0.59815204 0.21456209 -0.9610963 -1.0061743 -0.8470862 -0.60010225 -0.3741661 -0.18299595 0.0344754 0.8597261 -0.78944206 0.31895572 -0.8863564 1.160377 -0.98141205 -0.18664122 0.80913824 -0.61197865 -0.5786539 -0.96357626 -0.5945619 0.76475 -1.2391796 0.22463492 -0.016991442 0.7340303 -0.46271688
truthful,1.1501656 -0.49046898 0.21327989 0.658449 1.070706 0.9269557 0.76914364 1.0618706 0.55497795 -0.6355659 0.13871503 0.013320652 -0.57418776 0.020391414 0.26555306 0.73827493 0.43775403 1.002803 0.806523 -1.0716531 -1.1547115 -0.9244211 0.32139066 -0.5219346 0.8499421 -0.33885607 -0.9367844 -1.0711805 0.43186793 0.262767 0.61279655 0.32287395 -0.6376773 0.13903816 0.3961623 0.7547299 0.6120537 0.43696195 -0.24102874 0.8792266 0.321455 -0.79575795 -0.17743205 0.67669815 0.21187557 -1.0572453 -1.0450845 0.53893614 0.9217944 0.33388186 -0.29039145 -0.22330186 -0.17591576 -0.075047396 0.037703384 -0.12499289 -0.66028 1.1367638 -0.2593858 0.38966957 0.7752272 0.9253446 0.8902465 0.06776897 0.8558493 -0.6037314 -0.42595744 -0.59029436 -0.30070013 0.64141285 -0.20492363 -0.07192384 -0.6812799 -1.1504906 -0.36054522 -0.9242709 -0.48099923 0.9585127 -0.618109 0.4285547 0.29120797 -0.19308531 -0.29604882 -0.027421422 0.8168695 -0.78303856 -0.39136022 0.93203044 0.24652384 0.97647613 0.32727155 -0.2919751 -1.1398687 -0.8925075 -0.5491968 0.32241043 -1.1954914 0.33010092 -0.2533002 -0.80323094 1.1136748 1.0077078 0.6932832 -0.7135652 -0.7652313 1.149931 -0.763766 -0.29301333 -0.43049762 -0.6934155 -0.93853277 -0.40088284 0.7508371 -0.04136473 -0.22805601 -0.686557 -0.86183923 0.13027202 0.3925332 -1.0992992 -0.2754562 0.9428866 -0.4559403 1.2126597 0.72826236 -0.76536816 1.018867 -0.9997645 -1.1386229 1.070353 -0.8648778 -0.64122814 0.62753206 0.9905522 0.867486 -0.11925162 -0.8839767 0.6742464 -0.3645283 -0.55295455 -0.8673745 -0.5265143 0.7432343 -0.36349833 0.6988822 -0.8094602 0.68703806 0.12386938 -0.82051146 -0.26487514 0.86087143 -0.16386794 -0.8858337 0.30016857 -0.8798378 -0.033949617 -0.56244 -0.37693045 -0.14066549 0.40768403 -0.56932783 -1.0052066 -0.22437908 -0.5222058 0.08961156 0.93366486 -1.0768168 0.6388745 -1.0325595 -0.4168231 -0.74635303 0.77468747 -0.6012587 -0.59978265 0.21295545 -0.9574701 -1.0022045 -0.841726 -0.5963983 -0.37142134 -0.18087317 0.036915086 0.8551178 -0.7852019 0.31738475 -0.8840519 1.1537757 -0.97616124 -0.18177153 0.80844575 -0.61009276 -0.57598937 -0.96034503 -0.59497225 0.76219463 -1.2326227 0.22338398 -0.015521513 0.73432016 -0.46004742
truthful,1.1460605 -0.4881204 0.21496886 0.65902597 1.0654593 0.91973716 0.7684649 1.060976 0.5495403 -0.6328701 0.13729186 0.01629471 -0.5737717 0.022008125 0.2623997 0.73275506 0.4346767 1.0021245 0.80611926 -1.0689278 -1.1502947 -0.9205821 0.31735548 -0.51920843 0.8441969 -0.33844218 -0.9336373 -1.0678866 0.42694548 0.26406434 0.6123407 0.32074094 -0.6393352 0.13941059 0.3985907 0.756916 0.6140755 0.4363451 -0.2417214 0.8849558 0.3186928 -0.79866564 -0.17543705 0.6759291 0.20934379 -1.0571496 -1.0467424 0.53981394 0.9214619 0.33527517 -0.2930654 -0.22445086 -0.17733207 -0.07960116 0.037000854 -0.12283608 -0.65876347 1.1350454 -0.2611808 0.38966677 0.7792608 0.928632 0.8880946 0.070933655 0.85549676 -0.60414565 -0.428049 -0.5888652 -0.29999158 0.64219 -0.20715335 -0.07670655 -0.6810931 -1.154929 -0.36034483 -0.926325 -0.4838227 0.9579851 -0.6214393 0.4256849 0.29389304 -0.19579574 -0.29489672 -0.030331217 0.81810296 -0.782901 -0.3892764 0.93320537 0.24538502 0.97647727 0.3245235 -0.29282466 -1.1390895 -0.8942673 -0.54901737 0.32060772 -1.1962764 0.33080935 -0.24969514 -0.8031364 1.1185457 1.0085098 0.69462824 -0.71815515 -0.76991916 1.1485876 -0.7616976 -0.29553393 -0.4314133 -0.6930116 -0.93844265 -0.4033141 0.7519468 -0.0412379 -0.23070242 -0.68863237 -0.86280316 0.13448638 0.38941807 -1.1008604 -0.27208892 0.9422464 -0.45797172 1.2166978 0.7277076 -0.7629607 1.0209024 -0.99879783 -1.1436327 1.0701581 -0.8636077 -0.6423334 0.6269927 0.9907447 0.8668542 -0.12207873 -0.885366 0.67295647 -0.3647956 -0.5515026 -0.8671985 -0.53007156 0.7447391 -0.3648249 0.69914734 -0.8141054 0.6893181 0.12472439 -0.82155824 -0.2670996 0.86063987 -0.16525783 -0.88847804 0.30231777 -0.8807338 -0.032134876 -0.56313384 -0.3746266 -0.14308849 0.40710717 -0.56890124 -1.0109199 -0.22484638 -0.5203201 0.09190014 0.93658173 -1.0777563 0.642305 -1.0360378 -0.4153661 -0.74622524 0.7799754 -0.60615593 -0.60101175 0.21417987 -0.9611421 -1.0040405 -0.8475114 -0.59534645 -0.3732285 -0.18339966 0.037808865 0.8595816 -0.7850651 0.31498924 -0.8876587 1.1580169 -0.9788416 -0.18684019 0.80755424 -0.6118455 -0.5805404 -0.9622287 -0.5928262 0.76169026 -1.2342004 0.22621076 -0.016103132 0.73325646 -0.46116868
truthful,1.1563222 -0.49165457 0.21695103 0.65867364 1.0742867 0.9297333 0.7711875 1.0652013 0.5571747 -0.63714147 0.13878088 0.017331267 -0.57825273 0.02296243 0.26452935 0.73667526 0.4377627 1.0098609 0.8089715 -1.0757256 -1.1554006 -0.9260005 0.32127622 -0.5233128 0.8515803 -0.33991525 -0.9403105 -1.0743037 0.42995963 0.26223552 0.6159158 0.3237154 -0.6359937 0.13715859 0.39939582 0.7588722 0.61227846 0.43839955 -0.24516574 0.88113374 0.32235914 -0.7969355 -0.17995425 0.67454946 0.21063954 -1.0597476 -1.0459019 0.54131407 0.92183053 0.33490127 -0.2901024 -0.22443001 -0.17821893 -0.07944331 0.03385613 -0.12620494 -0.6603912 1.1354532 -0.26293582 0.38859043 0.7754876 0.9285919 0.88861704 0.07044029 0.85301167 -0.6042763 -0.42592472 -0.5878999 -0.29677927 0.63856465 -0.20668286 -0.07453048 -0.6800003 -1.155201 -0.36196995 -0.9295593 -0.48248872 0.95941126 -0.6215706 0.42886508 0.29177254 -0.19547836 -0.29498827 -0.028854802 0.8161812 -0.78274155 -0.3908232 0.9315012 0.24498008 0.97478795 0.32734823 -0.28919816 -1.1424662 -0.89401126 -0.5523775 0.3231244 -1.1963291 0.33167478 -0.2528199 -0.80310804 1.117733 1.0059211 0.69008946 -0.7131812 -0.768543 1.1473004 -0.76161 -0.2921446 -0.43450293 -0.6929165 -0.9395056 -0.40205455 0.74860036 -0.040571325 -0.22904809 -0.68769 -0.86013085 0.13222323 0.390182 -1.1007904 -0.27600503 0.94082737 -0.45889303 1.2130717 0.7275578 -0.7652324 1.0215695 -1.0003288 -1.1426953 1.0722158 -0.86379105 -0.643372 0.62425244 0.98868215 0.8687966 -0.12073284 -0.8871766 0.67288435 -0.36271074 -0.5532292 -0.86992186 -0.5286843 0.74605083 -0.36618173 0.6957333 -0.8132299 0.68856466 0.124445625 -0.81793797 -0.26565433 0.86456966 -0.16328503 -0.89106643 0.29816332 -0.87913704 -0.03445924 -0.5610955 -0.3744357 -0.14340171 0.40461996 -0.56786823 -1.0064 -0.22479922 -0.51876813 0.09328047 0.93258864 -1.0782803 0.64045805 -1.0321524 -0.4166544 -0.7476713 0.77917826 -0.60236406 -0.5995935 0.21522483 -0.95679915 -1.0001775 -0.84240377 -0.5988065 -0.37293768 -0.18068513 0.038643472 0.8556205 -0.786273 0.3150224 -0.8831106 1.1569728 -0.9784689 -0.18644302 0.80710244 -0.6060369 -0.57944554 -0.95813656 -0.5956196 0.7618681 -1.2353731 0.22454622 -0.015096436 0.7331157 -0.46266776
truthful,1.151668 -0.48640144 0.21320426 0.65932757 1.0691673 0.9264073 0.7689898 1.0610162 0.5554303 -0.6331897 0.13779195 0.015465313 -0.5729436 0.0187156 0.2634013 0.73635226 0.43492353 1.0042305 0.80608594 -1.0731567 -1.1552261 -0.92585343 0.319001 -0.52144367 0.85045844 -0.3393945 -0.9411538 -1.074125 0.42935914 0.2651143 0.6151815 0.32438764 -0.63938016 0.13734476 0.39945465 0.7566548 0.6133737 0.43725717 -0.24222438 0.8802033 0.31854612 -0.7946905 -0.17650184 0.67361104 0.20987533 -1.0604326 -1.0457448 0.53832686 0.9244122 0.3375177 -0.29234192 -0.2252931 -0.175382 -0.07810947 0.034680977 -0.124288306 -0.6619323 1.1337165 -0.26256248 0.38703325 0.7770816 0.9283322 0.8886314 0.06715334 0.85640377 -0.6072712 -0.426838 -0.59168357 -0.29953086 0.639296 -0.20374492 -0.07572265 -0.6804089 -1.1548339 -0.3648211 -0.9288303 -0.48464763 0.9573042 -0.6184233 0.42869836 0.2955136 -0.1920865 -0.29461524 -0.028798277 0.8190122 -0.7856646 -0.38903183 0.932139 0.2461394 0.9778372 0.3293971 -0.28995183 -1.1424085 -0.8912355 -0.55377966 0.31956485 -1.1968113 0.33288953 -0.25155896 -0.8050377 1.1186293 1.0055144 0.69307995 -0.71674156 -0.7698966 1.1530282 -0.7606918 -0.2957871 -0.43230584 -0.6917805 -0.94041234 -0.4021692 0.7515249 -0.043930728 -0.2321572 -0.6898076 -0.8626231 0.13446195 0.39161158 -1.102699 -0.27383187 0.9447436 -0.4551983 1.2131342 0.72924745 -0.7636477 1.0247349 -0.99985975 -1.1423677 1.072803 -0.8654401 -0.6428429 0.62388843 0.9917859 0.87134564 -0.12080082 -0.89002216 0.6748282 -0.36213106 -0.55283785 -0.87142676 -0.5287882 0.7467308 -0.36578348 0.7001786 -0.8123227 0.6912307 0.12523393 -0.8219036 -0.2672902 0.8610109 -0.16349608 -0.8907341 0.2998393 -0.8805434 -0.032076206 -0.562387 -0.3758868 -0.14400049 0.40823078 -0.56930906 -1.0102576 -0.22740951 -0.5207168 0.09006667 0.93553615 -1.0816096 0.64368826 -1.0365537 -0.41654217 -0.7489961 0.7786886 -0.6035812 -0.59802383 0.21329688 -0.9614737 -1.0053904 -0.8443158 -0.5955911 -0.37041712 -0.18151082 0.03471716 0.85907733 -0.78709066 0.3172179 -0.8875471 1.1544976 -0.97919226 -0.18362777 0.81050867 -0.6085839 -0.578521 -0.9590644 -0.5940206 0.7631796 -1.234438 0.2234073 -0.014880863 0.7332049 -0.46337423
